Program_Name,Station_Name,Beach_Name,Lat_DD,Lon_DD,Municipality,County_Name,Station_Type_Name,Location_Type_Name,Result_Date,Result_Time,Result_Measure,Result_Comments,Units_Name,Result_Type_Name,Remark_Code_Name
"Cooperative Coastal Monitoring Program",OC1076,"New Jersey Ave",39.5845421890,-74.2196010186,"Long Beach Township","Ocean County",Primary,Ocean,08/25/2025,06:00,10,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1082,Joan,39.5353218423,-74.2587438882,"Long Beach Township","Ocean County",Primary,Ocean,08/25/2025,06:28,10,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1012,Lyman,40.0504292386,-74.0462171769,"Mantoloking Borough","Ocean County",Primary,Ocean,08/25/2025,07:40,10,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1014,Princeton,40.0339088342,-74.0500210394,"Mantoloking Borough","Ocean County",Primary,Ocean,08/25/2025,07:48,10,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1001,Broadway,40.0998269920,-74.0322822316,"Point Pleasant Beach Borough","Ocean County",Primary,Ocean,08/25/2025,06:33,10,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1002,Central,40.0930362423,-74.0350908648,"Point Pleasant Beach Borough","Ocean County",Primary,Ocean,08/25/2025,06:47,20,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",OC1135,Maryland,40.0765925776,-74.0402649233,"Point Pleasant Beach Borough","Ocean County",Primary,Ocean,08/25/2025,06:59,10,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1035,Sheridan,39.9440409513,-74.0687774563,"Seaside Heights Borough","Ocean County",Primary,Ocean,08/25/2025,08:43,10,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1095,"Lincoln Ave",39.9382037599,-74.0704307967,"Seaside Heights Borough","Ocean County",Primary,Ocean,08/25/2025,08:32,10,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1042,12th,39.9140236808,-74.0759328235,"Seaside Park Borough","Ocean County",Primary,Ocean,08/25/2025,07:39,10,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1044,"O St",39.9330918690,-74.0716256712,"Seaside Park Borough","Ocean County",Primary,Ocean,08/25/2025,08:05,10,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1096,Brighton,39.9241132507,-74.0735102068,"Seaside Park Borough","Ocean County",Primary,Ocean,08/25/2025,07:50,10,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1068,"14th St Ocean Front",39.6448907967,-74.1762155318,"Ship Bottom Borough","Ocean County",Primary,Ocean,08/25/2025,06:53,10,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1100,"South 3rd St",39.6515320211,-74.1706224745,"Ship Bottom Borough","Ocean County",Primary,Ocean,08/25/2025,07:01,10,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1062,"23rd St",39.6681239104,-74.1574187934,"Surf City Borough","Ocean County",Primary,Ocean,08/25/2025,06:05,10,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1099,"North 10th St",39.6600287994,-74.1635582068,"Surf City Borough","Ocean County",Primary,Ocean,08/25/2025,05:58,10,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1033,"North Beach",39.9504898869,-74.0681223282,"Toms River Township","Ocean County",Primary,Ocean,08/25/2025,09:02,10,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1089,"East Tuna Way",39.9883894162,-74.0613185468,"Toms River Township","Ocean County",Primary,Ocean,08/25/2025,08:33,10,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1129,Fielder,39.9526877476,-74.0679266017,"Toms River Township","Ocean County",Primary,Ocean,08/25/2025,09:14,10,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1130,"4th Ave",39.9562775543,-74.0674578500,"Toms River Township","Ocean County",Primary,Ocean,08/25/2025,09:24,10,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1206S,"Montgomery Ave",39.3425460000,-74.4624060000,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,07:36,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1085,Bartram,39.3438697006,-74.4596240949,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,07:41,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1229,"Annapolis Ave",39.3454232676,-74.4561135285,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,07:48,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1202S,"Dover Ave",39.3459490000,-74.4547370000,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,07:51,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1199S,"Albany Ave Ocean Front",39.3473120000,-74.4515630000,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,07:55,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1198S,"Sovereign Ave",39.3488980000,-74.4478360000,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,08:01,5,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1017,Chelsea,39.3494279875,-74.4463456199,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,08:06,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1195,"Iowa Ave",39.3506881638,-74.4429461658,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,08:11,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1081,Texas,39.3515154234,-74.4403548234,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,08:17,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1075,Missouri,39.3530789645,-74.4349704407,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,08:27,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1016,Arkansas,39.3534885419,-74.4331704463,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,08:32,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1082,Michigan,39.3539200931,-74.4321074770,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,08:37,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1074,"Rev Dr MLK Jr Blvd",39.3549078007,-74.4282571135,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,08:44,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1070,Kentucky,39.3554745965,-74.4269233806,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,08:49,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1073,"South Carolina",39.3565063266,-74.4227435068,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,09:07,5,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1084,"North Carolina",39.3568375192,-74.4214182749,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,09:12,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1015,Pennsylvania,39.3574183097,-74.4201620126,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,09:16,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1183S,"Virginia Ave",39.3581367615,-74.4186186034,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,09:20,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1072,States,39.3591404117,-74.4172512894,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,09:25,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1071,"Connecticut Ave",39.3605040000,-74.4140890000,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,09:31,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1013,"Rhode Island Ave",39.3618950000,-74.4116350000,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,09:37,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1012,"New Hampshire",39.3635246753,-74.4092460815,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,09:42,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1185S,"New York Ave",39.3559294421,-74.4256051147,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,08:53,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1189S,"Mississippi Ave",39.3526642998,-74.4364141849,"Atlantic City","Atlantic County",Primary,Ocean,09/02/2025,08:22,5,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1061S,"13th Ave",39.3041822964,-74.5331354887,"Longport Borough","Atlantic County",Primary,Ocean,09/02/2025,08:22,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1086,"19th St",39.3075493207,-74.5287636570,"Longport Borough","Atlantic County",Primary,Ocean,09/02/2025,08:28,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1094,"26th Ave",39.3112420682,-74.5236473868,"Longport Borough","Atlantic County",Primary,Ocean,09/02/2025,08:34,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1087,"33rd St",39.3151885461,-74.5175992810,"Longport Borough","Atlantic County",Primary,Ocean,09/02/2025,08:39,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1088,Washington,39.3188818656,-74.5106337383,"Margate City","Atlantic County",Primary,Ocean,09/02/2025,08:45,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1095,Osborne,39.3231857357,-74.5037768227,"Margate City","Atlantic County",Primary,Ocean,09/02/2025,08:52,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1029S,"Gladstone Ave",39.3265834731,-74.4970211503,"Margate City","Atlantic County",Primary,Ocean,09/02/2025,08:59,5,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1050S,"Clermont Ave",39.3285573692,-74.4933741812,"Margate City","Atlantic County",Primary,Ocean,09/02/2025,09:04,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1096,Washington,39.3305799340,-74.4891788525,"Ventnor City","Atlantic County",Primary,Ocean,09/02/2025,09:09,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1089,"New Haven",39.3340560031,-74.4817860225,"Ventnor City","Atlantic County",Primary,Ocean,09/02/2025,09:13,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1097,Dorset,39.3371354465,-74.4746197540,"Ventnor City","Atlantic County",Primary,Ocean,09/02/2025,09:19,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1099,"33rd St South",39.3890044376,-74.3814981278,"Brigantine City","Atlantic County",Primary,Ocean,09/02/2025,09:55,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1091,"26th St South",39.3926400227,-74.3768924505,"Brigantine City","Atlantic County",Primary,Ocean,09/02/2025,10:00,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1041S,"16th St South",39.3973272486,-74.3706442138,"Brigantine City","Atlantic County",Primary,Ocean,09/02/2025,10:05,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1039,"7th St South",39.4023224645,-74.3647530195,"Brigantine City","Atlantic County",Primary,Ocean,09/02/2025,10:12,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1036,"5th St North",39.4085429980,-74.3586034368,"Brigantine City","Atlantic County",Primary,Ocean,09/02/2025,10:19,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1101,Surf,39.2890008504,-74.5514799136,"Ocean City","Cape May County",Primary,Ocean,09/02/2025,06:35,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1181,North,39.2831767192,-74.5554126119,"Ocean City","Cape May County",Primary,Ocean,09/02/2025,06:42,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1160,Park,39.2778464647,-74.5613139209,"Ocean City","Cape May County",Primary,Ocean,09/02/2025,06:50,2,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1103,"9th St",39.2742697113,-74.5691610101,"Ocean City","Cape May County",Primary,Ocean,09/02/2025,06:57,2,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1182,"16th St",39.2682209422,-74.5818322424,"Ocean City","Cape May County",Primary,Ocean,09/02/2025,07:07,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1162,"24th St",39.2592770000,-74.5943042118,"Ocean City","Cape May County",Primary,Ocean,09/02/2025,07:15,2,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1183,"28th St",39.2553306375,-74.5991135324,"Ocean City","Cape May County",Primary,Ocean,09/02/2025,07:21,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1104,"34th St",39.2488712922,-74.6069292049,"Ocean City","Cape May County",Primary,Ocean,09/02/2025,07:30,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1184,"48th St",39.2319057088,-74.6246904570,"Ocean City","Cape May County",Primary,Ocean,09/02/2025,07:40,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1105,"55th St",39.2232582853,-74.6322934582,"Ocean City","Cape May County",Primary,Ocean,09/02/2025,07:50,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1106,Williard,39.1969474571,-74.6508893406,"Upper Township","Cape May County",Primary,Ocean,09/02/2025,08:05,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1163,Webster,39.1959923818,-74.6520544678,"Upper Township","Cape May County",Primary,Ocean,09/02/2025,08:15,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1185,"29th St",39.1625781672,-74.6826937794,"Sea Isle City","Cape May County",Primary,Ocean,09/02/2025,08:25,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1107,"34th St",39.1588270720,-74.6836733476,"Sea Isle City","Cape May County",Primary,Ocean,09/02/2025,08:31,2,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1108,"40th St",39.1550425183,-74.6878292230,"Sea Isle City","Cape May County",Primary,Ocean,09/02/2025,08:38,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1186,"49th St",39.1488023215,-74.6928170883,"Sea Isle City","Cape May County",Primary,Ocean,09/02/2025,08:44,2,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1166,"59th St",39.1420697583,-74.6976336306,"Sea Isle City","Cape May County",Primary,Ocean,09/02/2025,08:50,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1187,"65th St",39.1379934395,-74.6999312409,"Sea Isle City","Cape May County",Primary,Ocean,09/02/2025,08:57,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1188,"77th St",39.1304661189,-74.7040258775,"Sea Isle City","Cape May County",Primary,Ocean,09/02/2025,09:04,4,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1177,"85th St",39.1250098417,-74.7069836129,"Sea Isle City","Cape May County",Primary,Ocean,09/02/2025,09:11,2,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1168,"9th St",39.1065101429,-74.7048292332,"Avalon Borough","Cape May County",Primary,Ocean,09/02/2025,09:22,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1189,"15th St",39.1017422893,-74.7080618480,"Avalon Borough","Cape May County",Primary,Ocean,09/02/2025,09:31,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1111,"21st St",39.0980749465,-74.7112370040,"Avalon Borough","Cape May County",Primary,Ocean,09/02/2025,09:37,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1156,"30th St",39.0918139944,-74.7161837949,"Avalon Borough","Cape May County",Primary,Ocean,09/02/2025,09:45,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1051,"40th St",39.0857622167,-74.7234621549,"Avalon Borough","Cape May County",Primary,Ocean,09/02/2025,09:52,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1190,"50th St",39.0805716579,-74.7289039836,"Avalon Borough","Cape May County",Primary,Ocean,09/02/2025,10:05,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1191,"57th St",39.0763374081,-74.7336487381,"Avalon Borough","Cape May County",Primary,Ocean,09/02/2025,10:25,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1178,"65th St",39.0715462725,-74.7382360115,"Avalon Borough","Cape May County",Primary,Ocean,09/02/2025,10:31,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1192,"76th St",39.0642112519,-74.7443818139,"Avalon Borough","Cape May County",Primary,Ocean,09/02/2025,10:38,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1112,"83rd St",39.0598798791,-74.7474604102,"Stone Harbor Borough","Cape May County",Primary,Ocean,09/02/2025,10:44,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1169,"90th St",39.0547640496,-74.7513928336,"Stone Harbor Borough","Cape May County",Primary,Ocean,09/02/2025,10:50,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1193,"96th St",39.0514077929,-74.7545716237,"Stone Harbor Borough","Cape May County",Primary,Ocean,09/02/2025,10:55,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1179,"103rd St",39.0469857809,-74.7585603641,"Stone Harbor Borough","Cape May County",Primary,Ocean,09/02/2025,11:00,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1170,"108th St",39.0438538484,-74.7609814384,"Stone Harbor Borough","Cape May County",Primary,Ocean,09/02/2025,11:06,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1171,"119th St",39.0364842423,-74.7671852671,"Stone Harbor Borough","Cape May County",Primary,Ocean,09/02/2025,11:10,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1116,"2nd & JFK",39.0026639500,-74.7867934600,"North Wildwood City","Cape May County",Primary,Ocean,09/02/2025,06:14,2,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1210,"10th & JFK",38.9964063611,-74.7906740158,"North Wildwood City","Cape May County",Primary,Ocean,09/02/2025,06:24,2,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1211,"18th Ave",38.9923107998,-74.7964688356,"North Wildwood City","Cape May County",Primary,Ocean,09/02/2025,06:27,2,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1180,"24th St",38.9886811866,-74.8000556422,"North Wildwood City","Cape May County",Primary,Ocean,09/02/2025,06:30,2,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1119,"Maple Ave",38.9857311185,-74.8034863297,"Wildwood City","Cape May County",Primary,Ocean,09/02/2025,06:34,6,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1120,Schellenger,38.9831232531,-74.8071697504,"Wildwood City","Cape May County",Primary,Ocean,09/02/2025,06:38,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1121,Montgomery,38.9791918712,-74.8126897203,"Wildwood City","Cape May County",Primary,Ocean,09/02/2025,06:42,4,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1122,Bennett,38.9756457284,-74.8185316746,"Wildwood City","Cape May County",Primary,Ocean,09/02/2025,06:46,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1175,Lavendar,38.9736316468,-74.8219140659,"Wildwood Crest Borough","Cape May County",Primary,Ocean,09/02/2025,06:50,2,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1123,Forgetmenot,38.9694971036,-74.8283883830,"Wildwood Crest Borough","Cape May County",Primary,Ocean,09/02/2025,06:55,2,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1195,Orchid,38.9664229034,-74.8330179345,"Wildwood Crest Borough","Cape May County",Primary,Ocean,09/02/2025,06:59,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1124,Miami,38.9632662262,-74.8370528218,"Wildwood Crest Borough","Cape May County",Primary,Ocean,09/02/2025,07:04,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1196,Hollywood,38.9599786055,-74.8414105690,"Wildwood Crest Borough","Cape May County",Primary,Ocean,09/02/2025,07:11,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1125,Jefferson,38.9567699066,-74.8455837538,"Wildwood Crest Borough","Cape May County",Primary,Ocean,09/02/2025,07:15,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1154,"Richmond Ave",38.9561966340,-74.8462740194,"Lower Township","Cape May County",Primary,Ocean,09/02/2025,07:18,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1127S,Brooklyn,38.9350000000,-74.8962530000,"Cape May City","Cape May County",Primary,Ocean,09/02/2025,07:34,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1176,Philadelphia,38.9315318813,-74.9064319455,"Cape May City","Cape May County",Primary,Ocean,09/02/2025,07:42,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1129,"Queen North",38.9299576174,-74.9121053437,"Cape May City","Cape May County",Primary,Ocean,09/02/2025,07:46,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1130,"Ocean Ave",38.9289984484,-74.9191065864,"Cape May City","Cape May County",Primary,Ocean,09/02/2025,07:54,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1133,Congress,38.9287287679,-74.9232037549,"Cape May City","Cape May County",Primary,Ocean,09/02/2025,08:03,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1134,Grant,38.9286800659,-74.9267171610,"Cape May City","Cape May County",Primary,Ocean,09/02/2025,06:05,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1135,Broadway,38.9287285150,-74.9312155740,"Cape May City","Cape May County",Primary,Ocean,09/02/2025,08:16,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1136,2nd,38.9283628352,-74.9331964390,"Cape May City","Cape May County",Primary,Ocean,09/02/2025,08:19,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1173,Whildin,38.9310073077,-74.9639848331,"Cape May Point Borough","Cape May County",Primary,Ocean,09/02/2025,08:44,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1174,Ocean,38.9326873857,-74.9667864934,"Cape May Point Borough","Cape May County",Primary,Ocean,09/02/2025,08:34,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1148,Brainard,38.9379590357,-74.9710431701,"Cape May Point Borough","Cape May County",Primary,Ocean,09/02/2025,08:29,2,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1041,Cedar,40.2367133247,-73.9939071598,"Allenhurst Borough","Monmouth County",Primary,Ocean,09/02/2025,07:20,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1027,Sylvania,40.1917268859,-74.0081774117,"Avon-by-the-Sea Borough","Monmouth County",Primary,Ocean,09/02/2025,07:00,10,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",MC1031,"L Jetty, Washington Ave",40.1888335237,-74.0088216656,"Avon-by-the-Sea Borough","Monmouth County",Primary,Ocean,09/02/2025,07:05,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1022,"Deal Casino",40.2522531157,-73.9901180256,"Deal Borough","Monmouth County",Primary,Ocean,09/02/2025,07:31,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1122S,"Roosevelt Ave",40.2569761700,-73.9884324200,"Deal Borough","Monmouth County",Primary,Ocean,09/02/2025,07:41,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1128S,"Hathaway Avenue Beach",40.2403590000,-73.9933540000,"Deal Borough","Monmouth County",Primary,Ocean,09/02/2025,07:50,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1180S,"Philips Ave",40.2531891338,-73.9893334896,"Deal Borough","Monmouth County",Primary,Ocean,09/02/2025,08:10,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1018,"Atlantic Ave",40.3200680936,-73.9750786409,"Long Branch City","Monmouth County",Primary,Ocean,09/02/2025,07:15,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1019,Joline,40.3143364604,-73.9761722615,"Long Branch City","Monmouth County",Primary,Ocean,09/02/2025,07:25,5,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",MC1020,"South Bath",40.2913981527,-73.9796819117,"Long Branch City","Monmouth County",Primary,Ocean,09/02/2025,07:49,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1021,"Elberon Bch Clb",40.2609915318,-73.9879961017,"Long Branch City","Monmouth County",Primary,Ocean,09/02/2025,08:26,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1023,"North Bath",40.2945292984,-73.9788529377,"Long Branch City","Monmouth County",Primary,Ocean,09/02/2025,08:48,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1039,Laird,40.3040574457,-73.9769902841,"Long Branch City","Monmouth County",Primary,Ocean,09/02/2025,07:35,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1047,"Ocean Beach Club",40.2692712907,-73.9848903782,"Long Branch City","Monmouth County",Primary,Ocean,09/02/2025,08:18,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1084,"Imperial House",40.2774808730,-73.9829927536,"Long Branch City","Monmouth County",Primary,Ocean,09/02/2025,08:05,5,,CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1046S,"Pavilion Beach",40.3245843900,-73.9743557400,"Monmouth Beach Borough","Monmouth County",Primary,Ocean,09/02/2025,07:00,5,,CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",OC1050,"24th St",39.7437416400,-74.1106586615,"Barnegat Light Borough","Ocean County",Primary,Ocean,09/02/2025,07:02,10,,CFU/100mL,Enterococcus,K
